time,screen_x,screen_y
0.06650519371032715,253.0,290.0
0.12517547607421875,,
0.188277006149292,659.0,336.0
0.2360835075378418,588.0,665.0
0.2830839157104492,,
0.32686662673950195,490.0,0.0
0.3752107620239258,,
0.4204378128051758,,
0.4647696018218994,,
0.5100390911102295,,
0.5587756633758545,,
0.6053063869476318,,
0.6652216911315918,,
0.7088642120361328,,
0.7596487998962402,,
0.8114151954650879,,
0.8573441505432129,,
0.9114511013031006,,
0.9658253192901611,,
1.0107309818267822,,
1.056246280670166,,
1.100452184677124,,
1.1484050750732422,,
1.1935052871704102,,
1.2383005619049072,,
1.2820603847503662,,
1.32662034034729,,
1.370800495147705,,
1.4198462963104248,,
1.4671449661254883,,
1.5366299152374268,,
1.5820648670196533,,
1.6280543804168701,,
1.6760027408599854,,
1.7206346988677979,,
1.7764127254486084,,
1.8244426250457764,,
1.8758962154388428,,
1.9180455207824707,,
1.96571683883667,,
2.006810426712036,,
2.0543041229248047,0.0,0.0
2.1040313243865967,,
2.142768621444702,,
2.1915407180786133,,
2.2373626232147217,,
2.28253173828125,,
2.3241100311279297,,
2.371814727783203,,
2.4118456840515137,,
2.4598164558410645,,
2.50762677192688,,
2.554295778274536,,
2.6083450317382812,0.0,0.0
2.656891345977783,,
2.7029497623443604,,
2.745539665222168,,
2.7945985794067383,,
2.8411929607391357,,
2.8822598457336426,,
2.9614970684051514,,
3.017735004425049,,
3.08182430267334,,
3.124504804611206,,
3.1729509830474854,,
3.217273473739624,,
3.2618370056152344,,
3.310417652130127,,
3.35365891456604,,
3.3999526500701904,,
3.449524402618408,,
3.4885082244873047,,
3.5365023612976074,,
3.5814242362976074,,
3.628357172012329,,
3.6733620166778564,,
3.713679313659668,,
3.761943817138672,,
3.806692600250244,,
3.8528857231140137,,
3.8960049152374268,,
3.942295551300049,,
3.986537456512451,,
4.031392335891724,,
4.076171398162842,,
4.123732805252075,,
4.17159104347229,,
4.218763589859009,,
4.275647163391113,,
4.319551706314087,,
4.365133047103882,,
4.423906564712524,,
4.469992637634277,,
4.517274856567383,,
4.562024116516113,,
4.608388423919678,,
4.651709079742432,,
4.696996450424194,,
4.752092123031616,,
4.8018639087677,,
4.851525783538818,,
4.895633220672607,,
4.939458131790161,,
4.982326030731201,,
5.02740216255188,,
5.075401782989502,,
5.120341062545776,,
5.166137456893921,,
5.2102508544921875,,
5.2571938037872314,,
5.298423767089844,,
5.343326568603516,,
5.392019987106323,,
5.44972825050354,,
5.507953882217407,,
5.581528663635254,,
5.645068168640137,,
5.69249415397644,,
5.741165637969971,,
5.786827802658081,,
5.829395532608032,,
5.875839471817017,,
5.933371067047119,,
5.981609344482422,,
6.041144847869873,,
6.112337112426758,,
6.162372589111328,,
6.206540584564209,,
6.256266355514526,,
6.298326253890991,,
6.344974994659424,,
6.393495082855225,,
6.436687707901001,,
6.482764005661011,,
6.524760007858276,,
6.575097322463989,,
6.618680715560913,,
6.661394357681274,,
6.70828914642334,,
6.754040241241455,,
6.797318696975708,,
6.853068113327026,,
6.906307220458984,,
6.950976610183716,,
6.997246503829956,,
7.039507865905762,,
7.092647314071655,,
7.145216226577759,,
7.191092014312744,,
7.236325740814209,,
7.284005165100098,,
7.327502489089966,,
7.3731689453125,,
7.428490877151489,,
7.478760242462158,,
