time,screen_x,screen_y
0.0,,
0.03333333333333333,,
0.06666666666666667,,
0.1,,
0.13333333333333333,,
0.16666666666666666,,
0.2,,
0.23333333333333334,,
0.26666666666666666,,
0.3,,
0.3333333333333333,,
0.36666666666666664,,
0.4,,
0.43333333333333335,,
0.4666666666666667,,
0.5,,
0.5333333333333333,,
0.5666666666666667,,
0.6,,
0.6333333333333333,,
0.6666666666666666,,
0.7,,
0.7333333333333333,,
0.7666666666666667,,
0.8,,
0.8333333333333334,,
0.8666666666666667,,
0.9,,
0.9333333333333333,,
0.9666666666666667,,
1.0,,
1.0333333333333334,,
1.0666666666666667,,
1.1,,
1.1333333333333333,,
1.1666666666666667,,
1.2,,
1.2333333333333334,,
1.2666666666666666,,
1.3,,
1.3333333333333333,,
1.3666666666666667,,
1.4,,
1.4333333333333333,,
1.4666666666666666,,
1.5,,
1.5333333333333334,,
1.5666666666666667,,
1.6,,
1.6333333333333333,,
1.6666666666666667,,
1.7,,
1.7333333333333334,,
1.7666666666666666,,
1.8,,
1.8333333333333333,,
1.8666666666666667,,
1.9,,
1.9333333333333333,,
1.9666666666666666,,
2.0,,
2.033333333333333,,
2.066666666666667,,
2.1,,
2.1333333333333333,,
2.1666666666666665,,
2.2,,
2.2333333333333334,,
2.2666666666666666,,
2.3,,
2.3333333333333335,,
2.3666666666666667,,
2.4,,
2.433333333333333,,
2.466666666666667,,
2.5,,
2.533333333333333,,
2.566666666666667,,
2.6,,
2.6333333333333333,,
2.6666666666666665,,
2.7,,
2.7333333333333334,,
2.7666666666666666,871.0,173.0
2.8,848.0,165.0
2.8333333333333335,830.0,158.0
2.8666666666666667,810.0,159.0
2.9,788.0,160.0
2.933333333333333,766.0,170.0
2.966666666666667,751.0,164.0
3.0,733.0,174.0
3.033333333333333,714.0,177.0
3.066666666666667,698.0,188.0
3.1,688.0,192.0
3.1333333333333333,682.0,202.0
3.1666666666666665,683.0,200.0
3.2,677.0,190.0
3.2333333333333334,659.0,181.0
3.2666666666666666,647.0,181.0
3.3,639.0,181.0
3.3333333333333335,634.0,173.0
3.3666666666666667,625.0,173.0
3.4,626.0,160.0
3.433333333333333,633.0,161.0
3.466666666666667,644.0,155.0
3.5,651.0,150.0
3.533333333333333,659.0,144.0
3.566666666666667,673.0,138.0
3.6,689.0,124.0
3.6333333333333333,700.0,118.0
3.6666666666666665,714.0,146.0
3.7,734.0,232.0
3.7333333333333334,739.0,301.0
3.7666666666666666,754.0,377.0
3.8,758.0,397.0
3.8333333333333335,758.0,396.0
3.8666666666666667,762.0,393.0
3.9,768.0,389.0
3.933333333333333,768.0,385.0
3.966666666666667,774.0,380.0
4.0,777.0,375.0
4.033333333333333,786.0,362.0
4.066666666666666,782.0,362.0
4.1,778.0,355.0
